source,target,edgeType,weight
U_623f2616-425c-5921-ba19-448b165ef85a,M_quan_tri_kinh_doanh,HAS_MAJOR,2.0
U_62430b9e-e74d-584a-a13a-17d4aec75e8f,M_tai_chinh_ngan_hang,HAS_MAJOR,2.0
U_62495e3e-5793-5947-91f3-477123bd39d1,M_quan_he_cong_chung,HAS_MAJOR,2.0
U_627cef5a-1c3a-5380-b9f7-7b7ca5c562b5,M_quan_tri_du_lich,HAS_MAJOR,2.0
U_62891912-be15-592a-9960-3a68ca65b6d5,M_giao_duc_tieu_hoc,HAS_MAJOR,2.0
U_628ab81a-b168-5ded-9de9-800fb8ee2570,M_kinh_doanh_quoc_te,HAS_MAJOR,2.0
U_629e1e45-7541-5967-adb8-e231385cee80,M_quan_ly_giao_duc,HAS_MAJOR,2.0
U_629eeb37-21f4-5bb4-8f16-f5211c6c3d78,M_khoa_hoc_moi_truong,HAS_MAJOR,2.0
U_62bfb16a-638e-5be8-8f56-36208e304a73,M_ngon_ngu_nhat,HAS_MAJOR,2.0
U_62c47fc4-546e-5043-b8de-c0d66d93cbc7,M_quan_tri_du_lich,HAS_MAJOR,2.0
U_62d8d4ef-cf99-52b2-b9e4-b9e7b4db8e6e,M_cong_nghe_thuc_pham,HAS_MAJOR,2.0
U_62e55048-6e5a-5d86-906c-487ea84c7f75,M_bien_phien_dich,HAS_MAJOR,2.0
U_62e88395-0de9-5c2d-831b-169809ec6b6e,M_digital_marketing,HAS_MAJOR,2.0
U_62e8a44c-72f6-59cb-9ffa-08478294dcc1,M_y_te_cong_cong,HAS_MAJOR,2.0
U_62ecf3f1-6154-5025-aa7a-9531da1bde7e,M_digital_marketing,HAS_MAJOR,2.0
U_63025d17-7515-540a-99ee-bf46ad5e0a85,M_khoa_hoc_du_lieu,HAS_MAJOR,2.0
U_632348ee-9dfa-5828-b18e-5cd32244e0ec,M_quan_tri_du_lich,HAS_MAJOR,2.0
U_632617d4-2792-5f9a-b190-627e2103ef98,M_quan_tri_du_lich,HAS_MAJOR,2.0
U_633502c1-e721-5336-b93c-5184728593ba,M_y_khoa,HAS_MAJOR,2.0
U_63473dbb-90ed-5f69-9d30-d28060b81cfa,M_kiem_toan,HAS_MAJOR,2.0
U_6385247c-5bdd-542d-8741-796287190ff2,M_he_thong_thong_tin,HAS_MAJOR,2.0
U_63a34900-bff4-5333-a9fa-d4db7af62f4c,M_he_thong_thong_tin,HAS_MAJOR,2.0
U_63ef1ea5-ca32-58c3-a0ff-a48ee7e1c77d,M_ky_thuat_phan_mem,HAS_MAJOR,2.0
U_64094489-b03f-547e-b28a-0d248f7adb4b,M_huong_dan_du_lich,HAS_MAJOR,2.0
U_64105046-8738-551a-9013-ff736c65352d,M_quan_ly_xay_dung,HAS_MAJOR,2.0
U_64225d3c-5159-57a9-8e74-f549b5225a7a,M_digital_marketing,HAS_MAJOR,2.0
U_6422adbb-4b25-5b41-8217-b5fa4370122d,M_ngon_ngu_anh,HAS_MAJOR,2.0
U_6422ddb1-cdc5-5dc5-b16e-f3fcf1e0d64a,M_quan_ly_xay_dung,HAS_MAJOR,2.0
U_64353153-04ad-5366-8bb8-22e1d3ce53d4,M_ky_thuat_phan_mem,HAS_MAJOR,2.0
U_6436a148-3cb7-5159-b753-821c455e6d27,M_luat_dan_su,HAS_MAJOR,2.0
U_644364bb-5708-5405-9466-ada3867d7eb5,M_luat_dan_su,HAS_MAJOR,2.0
U_644caec3-8103-5d55-b4ba-cd1f7b90f1cc,M_ngon_ngu_anh,HAS_MAJOR,2.0
U_64528e83-049c-538e-9ca2-3e4dd0911df8,M_quan_tri_khach_san,HAS_MAJOR,2.0
U_645603ee-13ec-571e-b435-a629b7a73d1f,M_luat_thuong_mai,HAS_MAJOR,2.0
U_64744b6e-10f2-5234-ae9f-20a57c79fadc,M_kinh_doanh_quoc_te,HAS_MAJOR,2.0
U_647d4377-841b-5ade-ae9c-d04a2f21d440,M_kinh_te,HAS_MAJOR,2.0
U_647e56c8-31da-5c89-bacc-363a555a5cdb,M_quan_tri_kinh_doanh,HAS_MAJOR,2.0
U_64810d3f-8b90-5196-96c5-fc0365b502c9,M_khoa_hoc_du_lieu,HAS_MAJOR,2.0
U_648f6a40-c6f2-5509-8046-42b18d4a7cfd,M_duoc_hoc,HAS_MAJOR,2.0
U_64bbd0c9-6906-5374-bf6f-c0882b0d638f,M_bien_oi_khi_hau,HAS_MAJOR,2.0
U_64c09ac5-c3a8-4776-87dd-144613675e43,M_cong_nghe_thong_tin,HAS_MAJOR,2.0
U_64d0ebf5-46f1-5b8d-b2f2-f84f0c8d886f,M_duoc_hoc,HAS_MAJOR,2.0
U_64d2d591-ad3f-5146-9e26-7ebc5772aec8,M_kiem_toan,HAS_MAJOR,2.0
U_64f5a22e-0642-53c8-bb65-4911378d6418,M_y_khoa,HAS_MAJOR,2.0
U_64fb7351-771a-54ef-aa5b-eec6ae33743f,M_bien_phien_dich,HAS_MAJOR,2.0
U_651926a8-207b-5ded-b35e-0f96f6089ca9,M_ky_thuat_xay_dung,HAS_MAJOR,2.0
U_6526a2b7-9020-5b35-b160-2b2fa2accb9c,M_kien_truc,HAS_MAJOR,2.0
U_654e1fbe-4195-5193-8f34-daf579099f05,M_marketing,HAS_MAJOR,2.0
U_6550278e-1c27-5f60-8a09-9b769ecee07f,M_y_khoa,HAS_MAJOR,2.0
U_656df4d7-37e4-5787-ab17-3fc4895e8d0a,M_digital_marketing,HAS_MAJOR,2.0
U_657bb5f8-a9e5-572a-b5f4-2e3690cff24e,M_giao_duc_tieu_hoc,HAS_MAJOR,2.0
U_657f215b-2c58-537a-81c0-27f9a87c4f88,M_kinh_doanh_quoc_te,HAS_MAJOR,2.0
U_6594cefd-2bfe-5729-a706-3ad40b69b2f6,M_quan_he_cong_chung,HAS_MAJOR,2.0
U_659d7373-5ffb-5dae-be17-37348d040200,M_quan_tri_du_lich,HAS_MAJOR,2.0
U_65a52ff0-b096-5451-bb8d-d8f231f94cec,M_khoa_hoc_du_lieu,HAS_MAJOR,2.0
U_65c057a2-f815-567c-a01e-d5441fcace88,M_duoc_hoc,HAS_MAJOR,2.0
U_65e3cdcd-6a52-592b-97ff-683b218828ef,M_ngon_ngu_nhat,HAS_MAJOR,2.0
U_65e72363-8384-58ea-86cf-4741ad9da56e,M_tai_chinh_ngan_hang,HAS_MAJOR,2.0
U_660769a9-5e6c-5f15-8095-8695fa413a28,M_quan_tri_nhan_luc,HAS_MAJOR,2.0
U_662a9400-06e1-5b96-abc4-9f468fe756ae,M_duoc_hoc,HAS_MAJOR,2.0
U_663dc86a-1b00-4c32-a59b-d9f55521a1e7,M_luat_kinh_te,HAS_MAJOR,2.0
U_664ce398-e7ec-5d23-962d-6a8611942cdf,M_cong_nghe_thong_tin,HAS_MAJOR,2.0
U_66563470-e5f8-55ac-a720-f96e3c9859f8,M_ngon_ngu_nhat,HAS_MAJOR,2.0
U_66728169-34e9-563e-b65c-da94aa3b0e65,M_tai_chinh_ngan_hang,HAS_MAJOR,2.0
U_66942fa5-c5f9-5038-b91c-b407be0ea3b6,M_he_thong_thong_tin,HAS_MAJOR,2.0
U_6695c4d9-fd2c-4faa-88b0-f4d2c8db5993,M_bien_phien_dich,HAS_MAJOR,2.0
U_66b32aa4-7178-5e2b-9b9f-913371359ba7,M_ieu_duong,HAS_MAJOR,2.0
U_66b7d8ba-50df-5a3f-b6f5-42baab48af6c,M_ngon_ngu_han,HAS_MAJOR,2.0
U_66bc1598-23ed-50a6-8fcc-290a9d7083a3,M_quan_ly_tai_nguyen,HAS_MAJOR,2.0
U_66d712a5-1d39-465d-8dce-086aa334227f,M_bien_phien_dich,HAS_MAJOR,2.0
U_66ea4dc8-798c-540a-916f-31290b85677b,M_ngon_ngu_anh,HAS_MAJOR,2.0
U_670cd64e-4977-526b-a28b-e1992f2f14e4,M_huong_dan_du_lich,HAS_MAJOR,2.0
U_67111a6d-d554-5dc6-8a03-92f8d8c87cdf,M_luat_dan_su,HAS_MAJOR,2.0
U_6713f9d7-95fe-5f30-b08d-ee9ee67b9f6f,M_luat_kinh_te,HAS_MAJOR,2.0
U_671a853e-5fc1-5c93-ae1c-ba96e4c73df7,M_khoa_hoc_du_lieu,HAS_MAJOR,2.0
U_67277dbe-9ebf-5b13-9794-8977c95f8b49,M_bao_ve_thuc_vat,HAS_MAJOR,2.0
U_67291207-2880-5d26-b0ac-19bdc59eced0,M_digital_marketing,HAS_MAJOR,2.0
U_672a0fc8-2419-5793-b116-71a95675e6bd,M_ky_thuat_phan_mem,HAS_MAJOR,2.0
U_672adce5-825c-5574-a88e-1b6708a8c50e,M_kinh_doanh_quoc_te,HAS_MAJOR,2.0
U_675904ed-bb16-5cf2-ac57-4693e60c25a6,M_quan_tri_khach_san,HAS_MAJOR,2.0
U_675d22e8-88c0-545f-a636-ab6374e3fea0,M_kien_truc,HAS_MAJOR,2.0
U_675d9e98-204e-5525-8dde-1298534db83f,M_kiem_toan,HAS_MAJOR,2.0
U_676c6bf8-4979-56db-a30e-ccee9faced5d,M_y_khoa,HAS_MAJOR,2.0
U_6772f521-23b7-5dc5-a66f-1f4d54ca5cc4,M_ky_thuat_xay_dung,HAS_MAJOR,2.0
U_67788ad2-b4ca-51f4-8b42-771321ae9721,M_luat_thuong_mai,HAS_MAJOR,2.0
U_67812b0f-aba1-533d-b08f-0cb1ec5d6b55,M_digital_marketing,HAS_MAJOR,2.0
U_678bd2a1-6fee-5c79-9fe2-e1b0a131df96,M_luat_thuong_mai,HAS_MAJOR,2.0
U_678c2c06-2e0f-5a45-8a82-3e07d36d5311,M_khoa_hoc_moi_truong,HAS_MAJOR,2.0
U_67b29842-3c87-4cb0-9f54-58e4999ea5d5,M_cong_nghe_thuc_pham,HAS_MAJOR,2.0
U_67b34261-c024-53f5-8997-7e0bf725f287,M_quan_tri_du_lich,HAS_MAJOR,2.0
U_67c08bd5-8949-52ef-b874-0dea0a3a5a14,M_ngon_ngu_anh,HAS_MAJOR,2.0
U_67d97f05-32ec-5d05-b54d-b6f6fe5b8d9a,M_ky_thuat_phan_mem,HAS_MAJOR,2.0
U_67f7ce57-230a-508d-8915-93f4502aa9bf,M_he_thong_thong_tin,HAS_MAJOR,2.0
U_681a05b8-8bd2-5891-b1f1-bc821ba8ec13,M_duoc_hoc,HAS_MAJOR,2.0
U_681bd347-e90c-5f0d-9fd5-f25b66d25df9,M_nong_hoc,HAS_MAJOR,2.0
U_682ad7a4-c5cc-50a9-8e35-ae8f9d62a414,M_luat_dan_su,HAS_MAJOR,2.0
U_68344170-0151-52ed-9e7b-b963630a719b,M_duoc_hoc,HAS_MAJOR,2.0
U_68346157-efe9-59b2-b5c8-7504335b9815,M_quan_tri_du_lich,HAS_MAJOR,2.0
U_6837dc9e-98e1-5c99-8b82-8e91491c7be4,M_marketing,HAS_MAJOR,2.0
U_683e50c9-91b9-50ae-803d-a080fa4975eb,M_ky_thuat_xay_dung,HAS_MAJOR,2.0
U_6844f138-14ba-5032-bc0c-7e60b95da4e1,M_giao_duc_tieu_hoc,HAS_MAJOR,2.0
U_6848e36b-9772-5ee3-a23c-e1447fe7ecc9,M_bien_phien_dich,HAS_MAJOR,2.0
U_684fb884-eee4-59a4-ba6f-b0815958bbdb,M_luat_thuong_mai,HAS_MAJOR,2.0
U_685cbd57-5901-53c4-a760-42f6093975aa,M_y_te_cong_cong,HAS_MAJOR,2.0
U_686c011b-cbd4-5e8e-bc38-a1a9cdc32e29,M_giao_duc_tieu_hoc,HAS_MAJOR,2.0
U_68727337-d806-5ffd-9e86-010bdc04a693,M_quan_ly_tai_nguyen,HAS_MAJOR,2.0
U_68975970-a623-59f3-8ef8-b3b1b5489657,M_ngon_ngu_anh,HAS_MAJOR,2.0
U_68a17549-b9ea-591a-8d65-4a7cd0fa5b8a,M_digital_marketing,HAS_MAJOR,2.0
U_68a74364-2129-5522-83bf-435fea5f15e0,M_marketing,HAS_MAJOR,2.0
U_68aedc64-d60b-5434-a059-ba97d955b45f,M_y_khoa,HAS_MAJOR,2.0
U_68bf409e-3f44-5222-a12a-a6d10042157e,M_truyen_thong_a_phuong_tien,HAS_MAJOR,2.0
U_68c12ec0-7810-5490-91c8-2ea6d5fdf761,M_kinh_te,HAS_MAJOR,2.0
U_68c51a4c-cab4-5ed0-a7e8-30d0b11d32e5,M_su_pham,HAS_MAJOR,2.0
U_68d76e56-d1fd-5ba5-9bf2-572596818816,M_quan_tri_nhan_luc,HAS_MAJOR,2.0
U_68ebb0b5-2585-5f41-b0f6-5f859a420291,M_quan_ly_xay_dung,HAS_MAJOR,2.0
U_68fdf095-db35-5e59-9acf-22421d2cf6a8,M_quan_ly_xay_dung,HAS_MAJOR,2.0
U_69006660-e568-5ea2-aae3-19035457ed3a,M_quan_tri_khach_san,HAS_MAJOR,2.0
U_69019745-1ca2-5120-ad04-1f6b7bfcba47,M_kien_truc,HAS_MAJOR,2.0
U_690723e7-e3ae-5540-925e-0d828925f426,M_cong_nghe_thuc_pham,HAS_MAJOR,2.0
U_6908432c-cb59-5125-b6e8-c3adbb5c61a9,M_duoc_hoc,HAS_MAJOR,2.0
U_692f2f67-9d3c-591b-8c35-1795d9a3e900,M_cong_nghe_thuc_pham,HAS_MAJOR,2.0
U_694550fb-2b4b-5e25-9d99-4a4fb59ece8d,M_quan_tri_kinh_doanh,HAS_MAJOR,2.0
U_69476547-82db-5b83-a332-1cddb24bc515,M_kiem_toan,HAS_MAJOR,2.0
U_694bb096-6a40-541d-b619-6441703dc0da,M_quan_ly_tai_nguyen,HAS_MAJOR,2.0
U_694f5c93-2440-5bfb-8173-ed6ed17a0c1f,M_digital_marketing,HAS_MAJOR,2.0
U_6961044c-ce47-5bfd-8f97-7ad3fbd3555c,M_kinh_te,HAS_MAJOR,2.0
U_69780f42-5ca3-5cb1-a3b2-49c3cee32f3d,M_digital_marketing,HAS_MAJOR,2.0
U_699f13bf-d1b8-5fce-b920-6de5110f5fab,M_luat_thuong_mai,HAS_MAJOR,2.0
U_69b1ef24-48b5-599d-81ea-9481ca39fbbd,M_ngon_ngu_anh,HAS_MAJOR,2.0
U_69d472a4-c68f-5e2a-a706-1a8567e67ab0,M_he_thong_thong_tin,HAS_MAJOR,2.0
U_69d85c07-7a90-531d-aede-1c172dd0e888,M_ieu_duong,HAS_MAJOR,2.0
U_69ed4a3a-c388-5cae-af61-675c3e17c0c9,M_quan_ly_giao_duc,HAS_MAJOR,2.0
U_69f0ca2b-2451-5d78-80bd-0b9e01f75ce5,M_giao_duc_tieu_hoc,HAS_MAJOR,2.0
U_69fe1da1-2656-5985-9c3e-e9043b3c9c7c,M_ke_toan,HAS_MAJOR,2.0
U_6a0bcf2a-11e2-5276-b7e0-98a9782a7d62,M_bien_oi_khi_hau,HAS_MAJOR,2.0
U_6a135034-5f28-55f8-a7e7-8b42a68590f7,M_he_thong_thong_tin,HAS_MAJOR,2.0
U_6a29fff8-5625-58e1-9ab4-991c7b21d29c,M_kien_truc,HAS_MAJOR,2.0
U_6a437a6f-7b12-5afd-8d5c-55c3319a5f3c,M_luat_thuong_mai,HAS_MAJOR,2.0
U_6a4a0542-f2ab-5bea-a039-7d3f622a5aec,M_bien_oi_khi_hau,HAS_MAJOR,2.0
U_6a53cca2-9153-50f0-abb9-4676274aec2d,M_quan_ly_tai_nguyen,HAS_MAJOR,2.0
U_6a56a931-38ea-5c36-b134-0bb3b1b9648c,M_ky_thuat_xay_dung,HAS_MAJOR,2.0
U_6a5fa087-3efa-5cfd-840e-54229a26fbaf,M_giao_duc_tieu_hoc,HAS_MAJOR,2.0
U_6ab2e1ee-5054-5b64-abb4-1a99d72b140c,M_luat_dan_su,HAS_MAJOR,2.0
U_6abee088-dd0f-5937-a341-a75122c5ff4b,M_quan_tri_du_lich,HAS_MAJOR,2.0
U_6af58a4a-8a54-58ed-beb1-19311e8e2ed9,M_giao_duc_tieu_hoc,HAS_MAJOR,2.0
U_6afa95c0-0f46-59e4-8338-ba2cbd4d5089,M_quan_ly_tai_nguyen,HAS_MAJOR,2.0
U_6b023ee1-38c8-5f3a-829c-8efccee333b6,M_digital_marketing,HAS_MAJOR,2.0
U_6b06b1f1-5b0d-5bc0-b37a-fcdf96650981,M_ke_toan,HAS_MAJOR,2.0
U_6b11826f-2f85-5e70-9baf-15594f34e007,M_quan_ly_xay_dung,HAS_MAJOR,2.0
U_6b1d611a-2141-5954-9b43-79e02bb6ad6d,M_quan_tri_du_lich,HAS_MAJOR,2.0
U_6b228a18-872d-5cb7-b65e-43256ece60b2,M_su_pham,HAS_MAJOR,2.0
U_6b2c0720-1b21-50d8-8460-e81662c78a4c,M_khoa_hoc_du_lieu,HAS_MAJOR,2.0
U_6b35c7b5-a61f-5d78-8da4-2f928a232eb7,M_quan_ly_giao_duc,HAS_MAJOR,2.0
U_6b43432c-2b4d-5079-9981-91b353f2a649,M_cong_nghe_thuc_pham,HAS_MAJOR,2.0
U_6b590eaa-15e9-5c09-8f47-835fbd6bc1e7,M_ky_thuat_phan_mem,HAS_MAJOR,2.0
U_6b5ebec1-1e57-50e4-8c6c-56024c9430ec,M_ke_toan,HAS_MAJOR,2.0
U_6b65b8d4-57ae-5a78-9362-08ec493dae6a,M_luat_dan_su,HAS_MAJOR,2.0
U_6b844e2f-1302-50db-8081-3e3a085197bb,M_giao_duc_tieu_hoc,HAS_MAJOR,2.0
U_6b84fd25-de51-5385-a942-125d355b994a,M_cong_nghe_thuc_pham,HAS_MAJOR,2.0
U_6b8afa18-92a8-5ddb-89ed-8acbc967e0da,M_marketing,HAS_MAJOR,2.0
U_6b8c03b2-4394-5410-ade1-837eb0b849e6,M_khoa_hoc_du_lieu,HAS_MAJOR,2.0
U_6b9a944d-189e-563c-a7a2-cd8863c13cb4,M_quan_tri_kinh_doanh,HAS_MAJOR,2.0
U_6ba62587-0e6e-5236-b68b-0e71c0745039,M_quan_tri_nhan_luc,HAS_MAJOR,2.0
U_6bc3cb13-d503-5b0e-bfce-d74f1445344e,M_huong_dan_du_lich,HAS_MAJOR,2.0
U_6bd731ad-ee9e-5a68-8664-25fc0f35ad78,M_cong_nghe_thong_tin,HAS_MAJOR,2.0
U_6bdb267e-595a-5545-837a-286630bbbc3b,M_cong_nghe_thuc_pham,HAS_MAJOR,2.0
U_6be8e5c0-7bae-5b4e-bc5e-194f59c14b2a,M_luat_kinh_te,HAS_MAJOR,2.0
U_6bff3381-785f-558a-af1d-2fc9abbedc56,M_digital_marketing,HAS_MAJOR,2.0
U_6c022b28-d055-5487-ac58-5a34e816b523,M_su_pham,HAS_MAJOR,2.0
U_6c30d010-ac0f-5401-a838-729ae8487390,M_quan_ly_giao_duc,HAS_MAJOR,2.0
U_6c4318af-6d10-59b0-8eb0-98f15d741aad,M_bao_ve_thuc_vat,HAS_MAJOR,2.0
U_6c44b769-daf8-5b74-b7c4-9c2aec4603d0,M_ky_thuat_xay_dung,HAS_MAJOR,2.0
U_6c5418cf-062d-53b3-9714-a8c1460990c1,M_kiem_toan,HAS_MAJOR,2.0
U_6c5797f0-9a3a-58d9-8e17-91fb3b564563,M_kiem_toan,HAS_MAJOR,2.0
U_6c886c50-284c-537e-9eb2-464d9f67fffa,M_quan_ly_xay_dung,HAS_MAJOR,2.0
U_6c96ebaf-e609-56d4-8faf-2a534ad368f4,M_quan_ly_xay_dung,HAS_MAJOR,2.0
U_6ca243f8-8114-5be8-9446-bc79676751a7,M_ngon_ngu_anh,HAS_MAJOR,2.0
U_6ca36a1c-5b5f-52de-b296-c3ef1fb6682c,M_bao_ve_thuc_vat,HAS_MAJOR,2.0
U_6ca6e447-d543-5281-a0fc-909135cdc0ea,M_cong_nghe_thong_tin,HAS_MAJOR,2.0
U_6caf244d-8eb6-5e7a-b273-cac46fb5e2f2,M_quan_ly_tai_nguyen,HAS_MAJOR,2.0
U_6cc165ad-fba5-549e-82df-a15f9f4f39c0,M_huong_dan_du_lich,HAS_MAJOR,2.0
U_6cc27366-664b-5d8a-bb33-2ccc9b9e403d,M_ieu_duong,HAS_MAJOR,2.0
U_6cd6ebfd-e472-5e2e-a717-1370f01086f2,M_luat_kinh_te,HAS_MAJOR,2.0
U_6cfad4da-3722-5ad0-a9e8-6fb96f613c42,M_quan_ly_xay_dung,HAS_MAJOR,2.0
U_6cfd41d1-31ae-51b6-81b1-1f3f2ee9f101,M_quan_ly_tai_nguyen,HAS_MAJOR,2.0
U_6d11442b-2c47-508a-9ef7-17e82c142d03,M_he_thong_thong_tin,HAS_MAJOR,2.0
U_6d197344-6c0b-5143-9f67-91624d1299bd,M_khoa_hoc_du_lieu,HAS_MAJOR,2.0
U_6d19ed8d-260d-5ac3-a4fb-216f00746d4d,M_y_te_cong_cong,HAS_MAJOR,2.0
U_6d2386ec-a0c7-5b5b-82ed-931a105c199e,M_luat_dan_su,HAS_MAJOR,2.0
U_6d2c28d3-a1c9-5c2c-a962-e83521101a63,M_kien_truc,HAS_MAJOR,2.0
U_6d3e45e6-a65a-5e3a-9dc9-5f8675ff97ca,M_ky_thuat_xay_dung,HAS_MAJOR,2.0
U_6d5ba6f4-e0d6-555f-8e1f-512610fb06bd,M_kiem_toan,HAS_MAJOR,2.0
U_6d64ef5e-e675-53ec-954a-0d63ad8e6499,M_an_toan_thong_tin,HAS_MAJOR,2.0
U_6d731fd7-d840-5235-b65b-12ef5a4d4e42,M_nong_hoc,HAS_MAJOR,2.0
U_6d7c1ae5-8a2f-5daf-a496-0afee7123699,M_ke_toan,HAS_MAJOR,2.0
U_6d7c2589-1f06-5f4e-9831-7ff73d031c28,M_y_khoa,HAS_MAJOR,2.0
U_6d93bccd-3fd8-5001-9b20-551a6721c8fe,M_kiem_toan,HAS_MAJOR,2.0
U_6d9867e4-911a-535a-9856-6dbf7225d7f6,M_quan_tri_kinh_doanh,HAS_MAJOR,2.0
U_6d9c867f-068c-5036-a9de-63e5e90c6359,M_luat_dan_su,HAS_MAJOR,2.0
U_6dab5350-38c7-5c32-b81a-1a29b79df271,M_marketing,HAS_MAJOR,2.0
U_6dedc926-3f8c-5a37-a17a-dbb795931154,M_giao_duc_tieu_hoc,HAS_MAJOR,2.0
U_6e04a1d9-a262-534e-b05d-5aa5f825d929,M_quan_ly_giao_duc,HAS_MAJOR,2.0
U_6e0f3663-add5-52b0-a23b-e188ac85666a,M_khoa_hoc_moi_truong,HAS_MAJOR,2.0
U_6e242475-b9f2-5a16-8a87-0b7bed9c1eeb,M_bien_oi_khi_hau,HAS_MAJOR,2.0
U_6e35378c-e4f4-5b3f-96a5-0b69a8664126,M_cong_nghe_thong_tin,HAS_MAJOR,2.0
U_6e415160-e6fd-54e2-883a-3c57c3f98538,M_su_pham,HAS_MAJOR,2.0
U_6e5cfdd4-d07a-5fc2-841b-da93115b8a03,M_ieu_duong,HAS_MAJOR,2.0
U_6e69d63b-5e91-5d06-9dfa-057d2c4cbd96,M_khoa_hoc_du_lieu,HAS_MAJOR,2.0
U_6e7f3d6a-0856-53b2-aa28-ce1cf8da1ea2,M_he_thong_thong_tin,HAS_MAJOR,2.0
U_6e825c9a-8609-5047-895f-1a84ed8ae062,M_ieu_duong,HAS_MAJOR,2.0
U_6e96d08e-5742-50f2-ba32-5e97aa6db12e,M_quan_tri_kinh_doanh,HAS_MAJOR,2.0
U_6e9b8622-9904-51fc-8c82-651508b04aae,M_ke_toan,HAS_MAJOR,2.0
U_6e9dc239-212e-5170-a53c-f79c71776451,M_quan_ly_giao_duc,HAS_MAJOR,2.0
U_6ea5f8b0-09e9-5ea0-867f-3f8b71d897f4,M_quan_tri_nhan_luc,HAS_MAJOR,2.0
U_6eaa69ab-cf47-5dca-bcf2-b2370b5ed5ce,M_quan_ly_tai_nguyen,HAS_MAJOR,2.0
U_6eac42f5-bc63-5339-8f5e-658dd9cb7bbf,M_luat_thuong_mai,HAS_MAJOR,2.0
U_6eaebb5d-9a01-5cfa-8787-f4828c4ec298,M_duoc_hoc,HAS_MAJOR,2.0
U_6ecdebf7-3f0f-57ba-99b9-f1ba6a0ebf88,M_marketing,HAS_MAJOR,2.0
U_6ed01072-ec42-5606-b8ef-763e6250a8c3,M_ngon_ngu_han,HAS_MAJOR,2.0
U_6eef3fa3-3de5-58d7-9cb6-8e0468f5366d,M_ieu_duong,HAS_MAJOR,2.0
U_6ef61b85-9e27-5864-b610-49e2f0a1c1a8,M_truyen_thong_a_phuong_tien,HAS_MAJOR,2.0
U_6f28f694-90ef-55f3-9eb2-c8bdd792c611,M_luat_kinh_te,HAS_MAJOR,2.0
U_6f329e82-9bf6-599b-91c3-3596ae066f68,M_quan_he_cong_chung,HAS_MAJOR,2.0
U_6f3b7e4f-91f4-5e4c-98e1-88dd8e7f1b6d,M_giao_duc_tieu_hoc,HAS_MAJOR,2.0
U_6f522950-3750-55dd-b38c-aea5fdfd361f,M_digital_marketing,HAS_MAJOR,2.0
U_6f62a578-36e3-5da4-bf4a-4c89c2143219,M_truyen_thong_a_phuong_tien,HAS_MAJOR,2.0
U_6f688e7e-a274-557d-80f8-966e1e916537,M_quan_he_cong_chung,HAS_MAJOR,2.0
U_6f72914f-48a8-52d7-8df1-ccf32a4ee2fa,M_quan_tri_kinh_doanh,HAS_MAJOR,2.0
U_6f8b3a2b-19fd-5245-b81c-c95e0616c8ea,M_kiem_toan,HAS_MAJOR,2.0
U_6f92e3f8-1dc4-576e-9bd4-a61dbd56ca8c,M_luat_thuong_mai,HAS_MAJOR,2.0
U_6fb98529-70a4-55f8-9948-03cb36af7073,M_ngon_ngu_anh,HAS_MAJOR,2.0
U_6fc10656-0fff-5ce4-b0c4-c879147c232d,M_khoa_hoc_du_lieu,HAS_MAJOR,2.0
U_6fd3564a-b481-588f-a5e7-fb27b75635f4,M_ky_thuat_phan_mem,HAS_MAJOR,2.0
U_6fe6a9a6-4da0-562e-9ba0-bdafb6371f40,M_quan_tri_nhan_luc,HAS_MAJOR,2.0
U_6fee5237-57ff-59cb-a06d-2907c43bc403,M_quan_tri_khach_san,HAS_MAJOR,2.0
U_6ff1503a-54d5-529a-af92-791683f167f1,M_y_khoa,HAS_MAJOR,2.0
U_700649b8-5074-50dc-a4b7-ae299f2518a6,M_khoa_hoc_moi_truong,HAS_MAJOR,2.0
U_700b82a1-972c-5352-9803-80df3bbffcd9,M_su_pham,HAS_MAJOR,2.0
U_7014243c-4aa5-5d27-b748-a8c814d97253,M_digital_marketing,HAS_MAJOR,2.0
U_701c7cd2-4682-550f-8dbe-588d00d82d4b,M_ieu_duong,HAS_MAJOR,2.0
U_703d02dc-7bfb-5d36-8a98-c93a95b843e1,M_duoc_hoc,HAS_MAJOR,2.0
U_7069a7ae-5af0-5d06-9c07-c0640bd585ee,M_cong_nghe_thuc_pham,HAS_MAJOR,2.0
U_708381e6-5400-5403-8fa4-18e39fa0db1f,M_luat_thuong_mai,HAS_MAJOR,2.0
U_7087b9d0-3174-54e8-862b-f236ca67a8ca,M_nong_hoc,HAS_MAJOR,2.0
U_709e95f5-8d50-5790-841a-a2221a46110d,M_su_pham,HAS_MAJOR,2.0
U_70b5a63c-f359-5d7f-96ff-fd5fd21a6d89,M_chan_nuoi,HAS_MAJOR,2.0
U_70cff879-4bce-5455-afa5-de1daaadc5e6,M_y_khoa,HAS_MAJOR,2.0
U_70e3e35e-697e-5ddd-997b-851edf29ae04,M_ke_toan,HAS_MAJOR,2.0
U_70ec7ef4-b887-5672-a095-bfe751dd2700,M_cong_nghe_thong_tin,HAS_MAJOR,2.0
U_70f53fac-a251-5684-b1cd-80ed3b1d095e,M_ieu_duong,HAS_MAJOR,2.0
U_70fa2b0f-b420-5f5f-8129-442fcdfdf28b,M_quan_tri_kinh_doanh,HAS_MAJOR,2.0
